Type	Rank	Freq	Range	NormFreq	NormRange
ação coletiva	14498	82	1	17.547	1.000
melhores condições	14498	82	1	17.547	1.000
novos desafios	14498	82	1	17.547	1.000
produtos orgânicos	14498	82	1	17.547	1.000
protrusão labial	14498	82	1	17.547	1.000
sistema econômico	14498	82	1	17.547	1.000
sistema financeiro	14498	82	1	17.547	1.000
ambiente favorável	14689	81	1	17.333	1.000
cargas fatoriais	14689	81	1	17.333	1.000
conhecimentos tradicionais	14689	81	1	17.333	1.000
espécies nativas	14689	81	1	17.333	1.000
estudo comparativo	14689	81	1	17.333	1.000
inovação ambiental	14689	81	1	17.333	1.000
mestrado universidade	14689	81	1	17.333	1.000
principais atores	14689	81	1	17.333	1.000
principais fontes	14689	81	1	17.333	1.000
processos inovativos	14689	81	1	17.333	1.000
progresso tecnológico	14689	81	1	17.333	1.000
página introdução	14689	81	1	17.333	1.000
serviços inovadores	14689	81	1	17.333	1.000
administração ciências	14899	80	1	17.119	1.000
alta administração	14899	80	1	17.119	1.000
carga horária	14899	80	1	17.119	1.000
construção coletiva	14899	80	1	17.119	1.000
inovação análise	14899	80	1	17.119	1.000
meio acadêmico	14899	80	1	17.119	1.000
preparações medicinais	14899	80	1	17.119	1.000
prática docente	14899	80	1	17.119	1.000
rede federal	14899	80	1	17.119	1.000
sustentabilidade social	14899	80	1	17.119	1.000
atividade inovativa	15130	79	1	16.905	1.000
banda larga	15130	79	1	16.905	1.000
conhecimentos científicos	15130	79	1	16.905	1.000
energias renováveis	15130	79	1	16.905	1.000
gestão produção	15130	79	1	16.905	1.000
ideias inovadoras	15130	79	1	16.905	1.000
inovação já	15130	79	1	16.905	1.000
investigação educacional	15130	79	1	16.905	1.000
museu paraense	15130	79	1	16.905	1.000
segunda metade	15130	79	1	16.905	1.000
trabalhos futuros	15130	79	1	16.905	1.000
anos finais	15316	78	1	16.691	1.000
desenvolvimento inovação	15316	78	1	16.691	1.000
economia local	15316	78	1	16.691	1.000
informação científica	15316	78	1	16.691	1.000
inovação brasileiro	15316	78	1	16.691	1.000
inovação docente	15316	78	1	16.691	1.000
ouro preto	15316	78	1	16.691	1.000
polícia judiciária	15316	78	1	16.691	1.000
primeiros anos	15316	78	1	16.691	1.000
público privadas	15316	78	1	16.691	1.000
saúde criança	15316	78	1	16.691	1.000
trabalho mais	15316	78	1	16.691	1.000
º anos	15316	78	1	16.691	1.000
análise exploratória	15560	77	1	16.477	1.000
linhas gerais	15560	77	1	16.477	1.000
patentes não	15560	77	1	16.477	1.000
portuguesa ensino	15560	77	1	16.477	1.000
providências diário	15560	77	1	16.477	1.000
século passado	15560	77	1	16.477	1.000
universidade regional	15560	77	1	16.477	1.000
agropecuária embrapa	15781	76	1	16.263	1.000
complexo industrial	15781	76	1	16.263	1.000
correlação positiva	15781	76	1	16.263	1.000
direção editorial	15781	76	1	16.263	1.000
educação gráfica	15781	76	1	16.263	1.000
emílio goeldi	15781	76	1	16.263	1.000
entrevista semiestruturada	15781	76	1	16.263	1.000
exército brasileiro	15781	76	1	16.263	1.000
governo estadual	15781	76	1	16.263	1.000
inovação industrial	15781	76	1	16.263	1.000
inovação verde	15781	76	1	16.263	1.000
médio porte	15781	76	1	16.263	1.000
nível não	15781	76	1	16.263	1.000
organizações brasileiras	15781	76	1	16.263	1.000
população brasileira	15781	76	1	16.263	1.000
práticas culturais	15781	76	1	16.263	1.000
segurança alimentar	15781	76	1	16.263	1.000
seleção implementação	15781	76	1	16.263	1.000
agricultura pecuária	16026	75	1	16.049	1.000
dinâmica inovativa	16026	75	1	16.049	1.000
gestão empresarial	16026	75	1	16.049	1.000
higiene pessoal	16026	75	1	16.049	1.000
nível médio	16026	75	1	16.049	1.000
organizações sociais	16026	75	1	16.049	1.000
países mais	16026	75	1	16.049	1.000
alianças estratégicas	16223	74	1	15.835	1.000
descrição escrita	16223	74	1	15.835	1.000
desenvol vimento	16223	74	1	15.835	1.000
dezembro pp	16223	74	1	15.835	1.000
educação nacional	16223	74	1	15.835	1.000
financeiro público	16223	74	1	15.835	1.000
fundamental importância	16223	74	1	15.835	1.000
inovação segundo	16223	74	1	15.835	1.000
mundo real	16223	74	1	15.835	1.000
potência máxima	16223	74	1	15.835	1.000
processo contínuo	16223	74	1	15.835	1.000
realidade brasileira	16223	74	1	15.835	1.000
revista gestão	16223	74	1	15.835	1.000
universidade pública	16223	74	1	15.835	1.000
ações conjuntas	16481	73	1	15.621	1.000
ações estratégicas	16481	73	1	15.621	1.000
desenvolvimento institucional	16481	73	1	15.621	1.000
econômico social	16481	73	1	15.621	1.000
geral estudos	16481	73	1	15.621	1.000
inovação territorial	16481	73	1	15.621	1.000
pesquisa também	16481	73	1	15.621	1.000
principais desafios	16481	73	1	15.621	1.000
revista ciências	16481	73	1	15.621	1.000
visão sistêmica	16481	73	1	15.621	1.000
atividade decisória	16717	72	1	15.407	1.000
ação empreendedora	16717	72	1	15.407	1.000
cinemateca brasileira	16717	72	1	15.407	1.000
composto estadual	16717	72	1	15.407	1.000
comunidade virtual	16717	72	1	15.407	1.000
diferentes fontes	16717	72	1	15.407	1.000
diferentes regiões	16717	72	1	15.407	1.000
direito fundamental	16717	72	1	15.407	1.000
direitos sociais	16717	72	1	15.407	1.000
extrema importância	16717	72	1	15.407	1.000
industriais brasileiros	16717	72	1	15.407	1.000
indústria criativa	16717	72	1	15.407	1.000
indústria marítima	16717	72	1	15.407	1.000
inovação educativa	16717	72	1	15.407	1.000
inovação fortaleza	16717	72	1	15.407	1.000
inovação quando	16717	72	1	15.407	1.000
instituições privadas	16717	72	1	15.407	1.000
linguagens língua	16717	72	1	15.407	1.000
medicamentos derivados	16717	72	1	15.407	1.000
mudanças sociais	16717	72	1	15.407	1.000
mínimos quadrados	16717	72	1	15.407	1.000
parcerias intersetoriais	16717	72	1	15.407	1.000
processo inovador	16717	72	1	15.407	1.000
processos produtos	16717	72	1	15.407	1.000
produtos alimentícios	16717	72	1	15.407	1.000
realidade virtual	16717	72	1	15.407	1.000
recursos necessários	16717	72	1	15.407	1.000
saúde educação	16717	72	1	15.407	1.000
segunda seção	16717	72	1	15.407	1.000
trajetórias tecnológicas	16717	72	1	15.407	1.000
aplicação prática	17002	71	1	15.193	1.000
atividades internas	17002	71	1	15.193	1.000
baixa tecnologia	17002	71	1	15.193	1.000
feira diário	17002	71	1	15.193	1.000
financiamento público	17002	71	1	15.193	1.000
pes quisa	17002	71	1	15.193	1.000
segunda instância	17002	71	1	15.193	1.000
silva filho	17002	71	1	15.193	1.000
capacitação científica	17223	70	1	14.979	1.000
dimensão processos	17223	70	1	14.979	1.000
efeitos aleatórios	17223	70	1	14.979	1.000
estratégicos ciência	17223	70	1	14.979	1.000
evidências empíricas	17223	70	1	14.979	1.000
fator chave	17223	70	1	14.979	1.000
implementação captura	17223	70	1	14.979	1.000
indústria governo	17223	70	1	14.979	1.000
inovação evidências	17223	70	1	14.979	1.000
janeiro pp	17223	70	1	14.979	1.000
legislação brasileira	17223	70	1	14.979	1.000
mercados emergentes	17223	70	1	14.979	1.000
mundo contemporâneo	17223	70	1	14.979	1.000
novos conceitos	17223	70	1	14.979	1.000
patente título	17223	70	1	14.979	1.000
pesquisa brasileira	17223	70	1	14.979	1.000
pessoas ocupadas	17223	70	1	14.979	1.000
óleos essenciais	17223	70	1	14.979	1.000
anos anos	17535	69	1	14.765	1.000
aplicação industrial	17535	69	1	14.765	1.000
construção social	17535	69	1	14.765	1.000
empresas já	17535	69	1	14.765	1.000
escola pública	17535	69	1	14.765	1.000
inovação ali	17535	69	1	14.765	1.000
inovação fechada	17535	69	1	14.765	1.000
pessoas envolvidas	17535	69	1	14.765	1.000
políticas governamentais	17535	69	1	14.765	1.000
realidade local	17535	69	1	14.765	1.000
regiões sul	17535	69	1	14.765	1.000
saúde bucal	17535	69	1	14.765	1.000
sexo feminino	17535	69	1	14.765	1.000
textos orais	17535	69	1	14.765	1.000
artes visuais	17802	68	1	14.551	1.000
atribuição internacional	17802	68	1	14.551	1.000
comunicação organizacional	17802	68	1	14.551	1.000
conselheiros independentes	17802	68	1	14.551	1.000
diferentes culturas	17802	68	1	14.551	1.000
embrapa gado	17802	68	1	14.551	1.000
ensino remoto	17802	68	1	14.551	1.000
habilidades º	17802	68	1	14.551	1.000
história património	17802	68	1	14.551	1.000
novos arranjos	17802	68	1	14.551	1.000
novos medicamentos	17802	68	1	14.551	1.000
organização inovadora	17802	68	1	14.551	1.000
pauta geral	17802	68	1	14.551	1.000
primeira parte	17802	68	1	14.551	1.000
setores produtivos	17802	68	1	14.551	1.000
teles saldanha	17802	68	1	14.551	1.000
ano número	18138	67	1	14.337	1.000
aprendizagem coletiva	18138	67	1	14.337	1.000
atividades relacionadas	18138	67	1	14.337	1.000
desenho industrial	18138	67	1	14.337	1.000
direito constitucional	18138	67	1	14.337	1.000
econômicos sociais	18138	67	1	14.337	1.000
espaço geográfico	18138	67	1	14.337	1.000
pessoa física	18138	67	1	14.337	1.000
questões relativas	18138	67	1	14.337	1.000
revisão crítica	18138	67	1	14.337	1.000
variável independente	18138	67	1	14.337	1.000
ventiladores mecânicos	18138	67	1	14.337	1.000
